,movie_title,imdb_score,genres,director_name,plot_keywords,actors,movie_imdb_link,movie_titles
2085,The Amazing Spider-Man 2 ,6.7,Action|Adventure|Fantasy|Sci-Fi,MarcWebb,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,EmmaStone|AndrewGarfield|B.J.Novak,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,The Amazing Spider-Man 2
2086,Center Stage ,6.7,Drama|Music|Romance,NicholasHytner,ballet|dance|dancer|dancing|love,AmandaSchull|SusanMayPratt|EthanStiefel,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,Center Stage
2087,Mommie Dearest ,6.7,Biography|Drama,FrankPerry,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,FayeDunaway|XanderBerkeley|DianaScarwid,http://www.imdb.com/title/tt0082766/?ref_=fn_tt_tt_1,Mommie Dearest
2088,The Other Guys ,6.7,Action|Comedy|Crime,AdamMcKay,capitalist|detective|investigation|new york city|police,DwayneJohnson|WillFerrell|DerekJeter,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,The Other Guys
2089,American Desi ,6.7,Comedy|Drama|Romance,PiyushDinkerPandya,college|desi|heritage|india|indian american,PurvaBedi|RizwanManji|AnilKumar,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,American Desi
2090,Blade II ,6.7,Action|Horror|Sci-Fi|Thriller,GuillermodelToro,blade the character|cult film|mutation|vampire|warrior,NormanReedus|ThomasKretschmann|TonyCurran,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,Blade II
2091,Bobby Jones: Stroke of Genius ,6.7,Biography|Drama|Romance|Sport,RowdyHerrington,colon in title|competition|five word title|golf|temper,AidanQuinn|JeremyNortham|PaulFreeman,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,Bobby Jones: Stroke of Genius
2092,Brooklyn's Finest ,6.7,Crime|Drama|Thriller,AntoineFuqua,catholic|corrupt cop|new york city|police detective|police officer killed,DonCheadle|LiliTaylor|ArmandoRiesco,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,Brooklyn's Finest
2093,The Matrix Revolutions ,6.7,Action|Sci-Fi,LanaWachowski,battle|epic|fight|future|machine,EssieDavis|CollinChou|NonaGaye,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,The Matrix Revolutions
2094,The Fast and the Furious ,6.7,Action|Crime|Thriller,RobCohen,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,PaulWalker|VinDiesel|JordanaBrewster,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,The Fast and the Furious
2095,X-Men Origins: Wolverine ,6.7,Action|Adventure|Fantasy|Sci-Fi|Thriller,GavinHood,army|civil war|claw fight|commando|wolverine the character,HughJackman|RyanReynolds|DominicMonaghan,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,X-Men Origins: Wolverine
2096,Quantum of Solace ,6.7,Action|Adventure,MarcForster,action hero|attempted rape|bond girl|official james bond series|revenge,GiancarloGiannini|MathieuAmalric|RoryKinnear,http://www.imdb.com/title/tt0830515/?ref_=fn_tt_tt_1,Quantum of Solace
2097,Madagascar: Escape 2 Africa ,6.7,Action|Adventure|Animation|Comedy|Family,EricDarnell,africa|madagascar|new york city|sequel|zoo,BernieMac|JadaPinkettSmith|CedrictheEntertainer,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,Madagascar: Escape 2 Africa
2098,The Dead Girl ,6.7,Crime|Drama|Mystery,KarenMoncrieff,dead girl|girl|granddaughter|morgue|storage unit,JamesFranco|BruceDavison|PiperLaurie,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1,The Dead Girl
2099,Smokin' Aces ,6.7,Action|Crime|Drama|Thriller,JoeCarnahan,casino|fbi|mafia|mob hit|sniper,RyanReynolds|Common|AlexRocco,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,Smokin' Aces
2100,Conspiracy Theory ,6.7,Action|Crime|Mystery|Romance|Thriller,RichardDonner,conspiracy|fbi|mk ultra|newsletter|taxi,JuliaRoberts|AlexMcArthur|MichaelPotts,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,Conspiracy Theory
2101,Charlie and the Chocolate Factory ,6.7,Adventure|Comedy|Family|Fantasy,TimBurton,chocolate|diminution|miniaturization|physical flexability|ticket,JohnnyDepp|ChristopherLee|DavidKelly,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,Charlie and the Chocolate Factory
2102,Home ,6.7,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,TimJohnson,alien friendship|alien invasion|australia|flying car|mother daughter relationship,JimParsons|MattJones|AprilWinchell,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,Home
2103,The Beaver ,6.7,Drama,JodieFoster,beaver puppet|depression|dysfunctional family|puppet|speech,JenniferLawrence|CherryJones|RileyThomasStewart,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,The Beaver
2104,Tales from the Crypt: Demon Knight ,6.7,Action|Fantasy|Horror|Thriller,ErnestR.Dickerson,blood|blood of christ|demon|key|loud sex,CCHPounder|JadaPinkettSmith|GaryFarmer,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,Tales from the Crypt: Demon Knight
2105,My Blueberry Nights ,6.7,Drama|Romance,Kar-WaiWong,blueberry pie|diner|nevada|new york city|pie,NataliePortman|NorahJones|AdrianeLenox,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,My Blueberry Nights
2106,The Exorcism of Emily Rose ,6.7,Drama|Horror|Thriller,ScottDerrickson,death|demonic possession|exorcism|lawyer|priest,TomWilkinson|ColmFeore|JRBourne,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,The Exorcism of Emily Rose
2107,Final Destination ,6.7,Horror|Thriller,JamesWong,dead teenager|death|explosion|premonition|teenager,DanielRoebuck|BrendanFehr|KerrSmith,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,Final Destination
2108,Take the Lead ,6.7,Drama|Music,LizFriedlander,ballroom|dance|dance teacher|student|teacher,AlfreWoodard|YayaDaCosta|JasikaNicole,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,Take the Lead
2109,Bruce Almighty ,6.7,Comedy|Drama,TomShadyac,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,MorganFreeman|SteveCarell|LisaAnnWalter,http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,Bruce Almighty
2110,May ,6.7,Drama|Horror,LuckyMcKee,case|doll|dry humor|friend|love,JamesDuval|WillEstes|NoraZehetner,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,May
2111,Signs ,6.7,Drama|Sci-Fi|Thriller,M.NightShyamalan,crop circle|faith|farm|glass of water|loss of faith,RoryCulkin|MerrittWever|CherryJones,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,Signs
2112,The Mask of Zorro ,6.7,Action|Adventure|Comedy|Romance|Thriller|Western,MartinCampbell,19th century|california|revenge|training|zorro,AnthonyHopkins|TonyAmendola|StuartWilson,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,The Mask of Zorro
2113,Catch a Fire ,6.7,Biography|Drama|History,PhillipNoyce,attack|coach|colonel|jail|oil refinery,DerekLuke|TerryPheto|BonnieHenna,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,Catch a Fire
2114,Killer Joe ,6.7,Crime|Drama|Romance|Thriller,WilliamFriedkin,female nudity|female pubic hair|lingerie|neo noir|pubic hair,MatthewMcConaughey|ScottA.Martin|CarolSutton,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,Killer Joe
2115,A Mighty Heart ,6.7,Biography|Drama|History|Thriller|War,MichaelWinterbottom,fbi|journalist|missing|pakistan|reporter,AngelinaJoliePitt|ArchiePanjabi|DanFutterman,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,A Mighty Heart
2116,The Oogieloves in the Big Balloon Adventure ,6.7,Adventure|Family|Fantasy|Musical,MatthewDiamond,balloon|birthday|box office flop|critically bashed,ChazzPalminteri|GarrettClayton|ToniBraxton,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,The Oogieloves in the Big Balloon Adventure
2117,Marvin's Room ,6.7,Drama,JerryZaks,house|leukemia|mental institution|nursing home|transplant,LeonardoDiCaprio|RobertDeNiro|MerylStreep,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,Marvin's Room
2118,Easy Virtue ,6.7,Comedy|Romance,StephanElliott,estate|female frontal nudity|female nudity|no panties|unhappy marriage,ColinFirth|KristinScottThomas|KrisMarshall,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,Easy Virtue
2119,The Dirties ,6.7,Crime|Drama|Thriller,MattJohnson,best friend|bully|friend|revenge|school,PaulDanielAyotte|ShaileneGarnett|MattJohnson,http://www.imdb.com/title/tt2334896/?ref_=fn_tt_tt_1,The Dirties
2120,Henry & Me ,6.7,Animation|Family,BarrettEsposito,bare butt|baseball|children|new york yankees|surrealism,ChazzPalminteri|CyndiLauper|DannyAiello,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,Henry & Me
2121,The Bone Collector ,6.7,Crime|Drama|Mystery|Thriller,PhillipNoyce,new york city|police|quadriplegic|serial killer|suicide,DenzelWashington|AngelinaJoliePitt|LelandOrser,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,The Bone Collector
2122,Coco Before Chanel ,6.7,Biography|Drama,AnneFontaine,baron|fashion|hat|nickname|orphanage,AlessandroNivola|BenoîtPoelvoorde|MarieGillain,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1,Coco Before Chanel
2123,Safe Haven ,6.7,Drama|Romance|Thriller,LasseHallström,abusive husband|chick flick|north carolina|secret|widower,DavidLyons|NoahLomax|MimiKirkland,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,Safe Haven
2124,The Greatest Show on Earth ,6.7,Drama|Family|Romance,CecilB.DeMille,circus|clown|elephant trainer|trapeze|trapeze artist,GloriaGrahame|DorothyLamour|CornelWilde,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,The Greatest Show on Earth
2125,Old Joy ,6.7,Drama,KellyReichardt,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,DanielLondon|Lucy|WillOldham,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,Old Joy
2126,Blood Done Sign My Name ,6.7,Drama,JebStuart,based on autobiography|based on novel|based on true story|murder|racism,RickySchroder|NateParker|LeeNorris,http://www.imdb.com/title/tt1210039/?ref_=fn_tt_tt_1,Blood Done Sign My Name
2127,Hocus Pocus ,6.7,Comedy|Family|Fantasy,KennyOrtega,candle|cat|halloween|spell|virgin,VinessaShaw|OmriKatz|LarryBagby,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,Hocus Pocus
2128,Eulogy ,6.7,Comedy|Drama,MichaelClancy,dysfunctional family|family relationships|family reunion|funeral|twin,ZooeyDeschanel|RipTorn|KellyPreston,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,Eulogy
2129,Primary Colors ,6.7,Comedy|Drama,MikeNichols,campaigning|candidate|election|governor|president,MauraTierney|AdrianLester|PaulGuilfoyle,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,Primary Colors
2130,Analyze This ,6.7,Comedy|Crime,HaroldRamis,analyst|mafia|patient|psychiatrist|wedding,RobertDeNiro|ChazzPalminteri|MollyShannon,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,Analyze This
2131,The Long Kiss Goodnight ,6.7,Action|Crime|Drama|Mystery|Thriller,RennyHarlin,amnesia|chase|foot chase|strong female character|vomiting,MelinaKanakaredes|CraigBierko|YvonneZima,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,The Long Kiss Goodnight
2132,Bad Words ,6.7,Comedy|Drama,JasonBateman,directed by star|indian american|spelling|spelling bee|two word title,BethGrant|PhilipBakerHall|PatriciaBelcher,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,Bad Words
2133,Taking Woodstock ,6.7,Comedy|Drama|Music,AngLee,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,ImeldaStaunton|KevinChamberlin|DemetriMartin,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,Taking Woodstock
2134,Divergent ,6.7,Adventure|Mystery|Sci-Fi,NeilBurger,army|brother sister relationship|dystopia|father son relationship|narrated by character,KateWinslet|TheoJames|MekhiPhifer,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,Divergent
2135,The Rundown ,6.7,Action|Adventure|Comedy|Thriller,PeterBerg,amazon|bounty hunter|fight|hunter|jungle,DwayneJohnson|RosarioDawson|EwenBremner,http://www.imdb.com/title/tt0327850/?ref_=fn_tt_tt_1,The Rundown
2136,Pontypool ,6.7,Fantasy|Horror,BruceMcDonald,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,StephenMcHattie|GeorginaReilly|BoydBanks,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,Pontypool
2137,Ripley's Game ,6.7,Crime|Drama|Mystery|Thriller,LilianaCavani,art forgery|concert|dying|picture framer|villa,RayWinstone|DougrayScott|ChiaraCaselli,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,Ripley's Game
2138,Mooz-Lum ,6.7,Drama|Family,QasimBasir,one word title,DorianMissick|NiaLong|EvanRoss,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,Mooz-Lum
2139,Lady in White ,6.7,Fantasy|Horror|Mystery|Thriller,FrankLaLoggia,1960s|boy|ghost|murder|small town,AlexRocco|LukasHaas|KatherineHelmond,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,Lady in White
2140,The Ballad of Jack and Rose ,6.7,Drama,RebeccaMiller,commune|defecation|environmentalism|fellatio|island,BeauBridges|SusannaThompson|RyanMcDonald,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,The Ballad of Jack and Rose
2141,White Fang ,6.7,Adventure|Drama,RandalKleiser,alaska|dog|friendship|gold|yukon,SeymourCassel|KlausMariaBrandauer|SusanHogan,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,White Fang
2142,Kissing Jessica Stein ,6.7,Comedy|Drama|Romance,CharlesHerman-Wurmfeld,friend|friendship|journalist|new york city|personal ad,ScottCohen|JenniferWestfeldt|BrianStepanek,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,Kissing Jessica Stein
2143,The Whole Nine Yards ,6.7,Comedy|Crime,JonathanLynn,adultery|black humor|dentist|hitman|sex in bed,BruceWillis|MatthewPerry|NatashaHenstridge,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,The Whole Nine Yards
2144,Elza ,6.7,Drama,MarietteMonpierre,foreign|french,StanaRoumillac|ChristopheCherki|TeddyDoloir,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,Elza
2145,Commando ,6.7,Action|Adventure|Thriller,MarkL.Lester,body count|dictator|jumping from an airplane|knife fight|one man army,BillDuke|VernonWells|RaeDawnChong,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,Commando
2146,The Hunger Games: Mockingjay - Part 1 ,6.7,Adventure|Sci-Fi|Thriller,FrancisLawrence,based on young adult novel|manipulation|rebellion|symbol|uprising,JenniferLawrence|PhilipSeymourHoffman|JoshHutcherson,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,The Hunger Games: Mockingjay - Part 1
2147,Celeste & Jesse Forever ,6.7,Comedy|Drama|Romance,LeeTolandKrieger,best friends|friendship|masturbation|reference to matthias steiner|single,AriGraynor|JanelParrish|RobHuebel,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,Celeste & Jesse Forever
2148,Nick and Norah's Infinite Playlist ,6.7,Comedy|Drama|Music|Romance,PeterSollett,band|gay|gay friend|love|night,AriGraynor|AlexisDziena|AaronYoo,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,Nick and Norah's Infinite Playlist
2149,The New World ,6.7,Biography|Drama|History|Romance,TerrenceMalick,captain|fort|love|native american|trade,ChristianBale|MichaelGreyeyes|WesStudi,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,The New World
2150,"New York, New York ",6.7,Drama|Music|Musical|Romance,MartinScorsese,love|musician|saxophonist|singer|songwriter,RobertDeNiro|LizaMinnelli|MaryKayPlace,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,"New York, New York"
2151,The Holy Girl ,6.7,Drama,LucreciaMartel,16 year old|doctor|hotel|tinnitus|title directed by female,MíaMaestro|MercedesMorán|MaríaAlche,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,The Holy Girl
2152,Escape Plan ,6.7,Action|Crime|Mystery|Sci-Fi|Thriller,MikaelHåfström,cia agent|escape|muslim|prison|ship,SylvesterStallone|50Cent|MattGerald,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,Escape Plan
2153,Pride and Glory ,6.7,Crime|Drama|Thriller,GavinO'Connor,brother in law|corruption|drug dealer|drugs|police,JenniferEhle|RickGonzalez|FrankGrillo,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,Pride and Glory
2154,Kit Kittredge: An American Girl ,6.7,Drama|Family,PatriciaRozema,boarding house|girl|great depression|house|ohio,JuliaOrmond|JaneKrakowski|WillowSmith,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,Kit Kittredge: An American Girl
2155,Love & Other Drugs ,6.7,Comedy|Drama|Romance,EdwardZwick,female nudity|male objectification|pfizer|viagra|zoloft,JakeGyllenhaal|AnneHathaway|JudyGreer,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,Love & Other Drugs
2156,Bad Lieutenant: Port of Call New Orleans ,6.7,Crime|Drama,WernerHerzog,drugs|flood|hallucination|lieutenant|murder investigation,NicolasCage|SheaWhigham|ShawnHatosy,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,Bad Lieutenant: Port of Call New Orleans
2157,Beyond the Sea ,6.7,Biography|Drama|Music|Musical,KevinSpacey,bobby darin|career|love|marriage|sandra dee,KevinSpacey|BobHoskins|BrendaBlethyn,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,Beyond the Sea
2158,Transsiberian ,6.7,Crime|Drama|Mystery|Thriller,BradAnderson,35 mm digital camera|drugs|murder|train|travel,ThomasKretschmann|EduardoNoriega|MacMcDonald,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,Transsiberian
2159,Hook ,6.7,Adventure|Comedy|Family|Fantasy,StevenSpielberg,1990s|caught in a net|children|duel|hero,RobinWilliams|JuliaRoberts|BobHoskins,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,Hook
2160,Seeking a Friend for the End of the World ,6.7,Adventure|Comedy|Drama|Romance|Sci-Fi,LoreneScafaria,candle|end of the world|letter|record|road trip,SteveCarell|MarkMoses|RobHuebel,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,Seeking a Friend for the End of the World
2161,"Mystery, Alaska ",6.7,Comedy|Drama|Sport,JayRoach,alaska|male nudity|nudity|sex|small town,ScottGrimes|MaryMcCormack|RonEldard,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,"Mystery, Alaska"
2162,Confidence ,6.7,Crime|Thriller,JamesFoley,con|grifter|lap dance|organized crime|shot in the forehead,LouisLombardi|BrianVanHolt|LelandOrser,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,Confidence
2163,The Lost City ,6.7,Drama|Romance,AndyGarcia,1950s|cuba|cuban flag|fidel castro|havana cuba,DannyPino|VictorRivers|EnriqueMurciano,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,The Lost City
2164,The Tree of Life ,6.7,Drama|Fantasy,TerrenceMalick,1950s|children|ice cube|texas|waco texas,BradPitt|TyeSheridan|FionaShaw,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,The Tree of Life
2165,"The Beast from 20,000 Fathoms ",6.7,Adventure|Horror|Sci-Fi,EugèneLourié,arctic|beast|dinosaur|monster|rhedosaurus,KennethTobey|CecilKellaway|RossElliott,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,"The Beast from 20,000 Fathoms"
2166,The Fall of the Roman Empire ,6.7,Drama|History|War,AnthonyMann,2nd century|emperor|european history|loosely based on historical events|roman empire,JamesMason|MelFerrer|StephenBoyd,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,The Fall of the Roman Empire
2167,Under the Tuscan Sun ,6.7,Comedy|Drama|Romance,AudreyWells,author|book|vacation|villa|writer,RaoulBova|LindsayDuncan|MarioMonicelli,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,Under the Tuscan Sun
2168,Penguins of Madagascar ,6.7,Adventure|Animation|Comedy|Family,EricDarnell,little girl|park|spy|statue of liberty|television van,BenedictCumberbatch|AnnetMahendru|AndyRichter,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,Penguins of Madagascar
2169,Silent Running ,6.7,Drama|Sci-Fi,DouglasTrumbull,forest|greenhouse|plant|robot|space,BruceDern|RonRifkin|JesseVint,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,Silent Running
2170,Return to Oz ,6.7,Adventure|Family|Fantasy|Horror|Mystery,WalterMurch,chicken|delusional depression|doctor|king|mysterious girl,PiperLaurie|JeanMarsh|TimRose,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,Return to Oz
2171,Shipwrecked ,6.7,Adventure|Family,NilsGaup,boy|island|pirate|ship|treasure,BjørnSundquist|LouisaMilwood-Haigh|StianSmestad,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,Shipwrecked
2172,The Family Man ,6.7,Comedy|Drama|Fantasy|Romance,BrettRatner,bowling|christmas|parallel universe|salesman|unfaithfulness,NicolasCage|DonCheadle|AmberValletta,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,The Family Man
2173,Robin Hood ,6.7,Action|Adventure|Drama|History,RidleyScott,1190s|archer|england|king of england|robin hood,MarkAddy|WilliamHurt|ScottGrimes,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,Robin Hood
2174,Money Monster ,6.7,Crime|Drama|Thriller,JodieFoster,death|hostage|money|shot in the chest|shot in the heart,JuliaRoberts|JackO'Connell|ChrisBauer,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,Money Monster
2175,Flushed Away ,6.7,Adventure|Animation|Comedy|Family,DavidBowers,boat|frog|rat|sewer|toad,HughJackman|KateWinslet|DavidSuchet,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,Flushed Away
2176,Underdogs ,6.7,Adventure|Animation|Family|Sport,JuanJoséCampanella,funfair|luna park|table football|toy comes to life|wig,PabloRago|DiegoRamos|GabrielAlmirón,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,Underdogs
2177,Repo! The Genetic Opera ,6.7,Horror|Musical|Sci-Fi,DarrenLynnBousman,future|murder|opera|repossession|surgery,AlexaPenaVega|ParisHilton|PaulSorvino,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,Repo! The Genetic Opera
2178,Silent Movie ,6.7,Comedy|Romance,MelBrooks,black comedy|friend|modern silent movie|silent movie|two word title,SidCaesar|DomDeLuise|BernadettePeters,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,Silent Movie
2179,Your Sister's Sister ,6.7,Comedy|Drama,LynnShelton,drunken sex|mashed potatoes|pancakes|tequila|title directed by female,MarkDuplass|MikeBirbiglia|MelEslyn,http://www.imdb.com/title/tt1742336/?ref_=fn_tt_tt_1,Your Sister's Sister
2180,Scoop ,6.7,Comedy|Crime|Mystery,WoodyAllen,english garden|fake drowning|fake parent|musical instrument|poker the card game,ScarlettJohansson|KevinMcNally|GeoffBell,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,Scoop
2181,Walk Hard: The Dewey Cox Story ,6.7,Comedy|Music,JakeKasdan,drugs|elvis|musician|singer|the beatles,TimMeadows|NatFaxon|MattPrice,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,Walk Hard: The Dewey Cox Story
2182,Loving Annabelle ,6.7,Drama|Romance,KatherineBrooks,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,IleneGraff|KevinMcCarthy|LauraBreckenridge,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,Loving Annabelle
2183,Hot Rod ,6.7,Comedy,AkivaSchaffer,humiliation|man child|moped|neighbor|slacker,SissySpacek|JormaTaccone|ChrisParnell,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,Hot Rod
2184,Hairspray ,6.7,Comedy|Drama|Family|Music|Musical|Romance,AdamShankman,audition|best friend|dance|friend|tv dance show,JerryStiller|ElijahKelley|PaulDooley,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,Hairspray
2185,Half Baked ,6.7,Comedy|Crime,TamraDavis,bail|diabetic|friend|jail|pharmaceutical lab,DaveChappelle|HarlandWilliams|ClarenceWilliamsIII,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,Half Baked
2186,Blue Car ,6.7,Drama,KarenMoncrieff,contest|poetry|refusing to eat|starving oneself|teenage girl,FrancesFisher|AgnesBruckner|A.J.Buckley,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,Blue Car
2187,Gangster Squad ,6.7,Action|Crime|Drama|Thriller,RubenFleischer,good versus evil|machine gun|mobster|police vigilantism|year 1949,RyanGosling|BrandonMolale|WadeWilliams,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,Gangster Squad
2188,Something's Gotta Give ,6.7,Comedy|Drama|Romance,NancyMeyers,beach|dating|doctor|heart attack|weekend,KeanuReeves|JonFavreau|PaulMichaelGlaser,http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,Something's Gotta Give
2189,Moonlight Mile ,6.7,Drama|Romance,BradSilberling,1970s|death|district attorney|fiancee|watching television,JakeGyllenhaal|HollyHunter|BobClendenin,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,Moonlight Mile
2190,Trucker ,6.7,Drama,JamesMottern,cancer|cigarette smoking|hospital|one night stand|trucker,JimmyBennett|JoeyLaurenAdams|MatthewLawrence,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,Trucker
2191,Rachel Getting Married ,6.7,Drama|Romance,JonathanDemme,12 step program|friend|maid of honor|tears|wedding,AnneHathaway|RosemarieDeWitt|BillIrwin,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,Rachel Getting Married
2192,Dodgeball: A True Underdog Story ,6.7,Comedy|Sport,RawsonMarshallThurber,dodgeball|gym|las vegas|pirate|ups,GaryCole|StephenRoot|JoelDavidMoore,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,Dodgeball: A True Underdog Story
2193,RED 2 ,6.7,Action|Comedy|Crime|Thriller,DeanParisot,cia|cia agent|rescue|russian|team,BruceWillis|AnthonyHopkins|GarrickHagon,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,RED 2
